,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,parent_edu_grouped,average_score,performance_category,prep_effectiveness
274,male,Group B,some college,standard,completed,88,85,76,Some College / Associate,83.0,High,10.33054003724395
275,male,Group C,bachelor's degree,standard,none,83,78,73,Bachelor,78.0,Medium,12.96105919003115
276,female,Group C,some high school,standard,completed,85,92,93,High School or lower,90.0,High,17.33054003724395
277,female,Group E,high school,standard,completed,59,63,75,High School or lower,65.66666666666667,Medium,-7.002793296089379
278,female,Group C,some high school,free/reduced,none,65,86,80,High School or lower,77.0,Medium,11.96105919003115
279,male,Group B,bachelor's degree,free/reduced,none,73,56,57,Bachelor,62.0,Medium,-3.0389408099688495
280,male,Group D,high school,standard,none,53,52,42,High School or lower,49.0,Low,-16.03894080996885
281,male,Group D,high school,standard,none,45,48,46,High School or lower,46.333333333333336,Low,-18.705607476635514
282,female,Group D,bachelor's degree,free/reduced,none,73,79,84,Bachelor,78.66666666666667,Medium,13.627725856697822
283,female,Group D,some college,free/reduced,completed,70,78,78,Some College / Associate,75.33333333333333,Medium,2.663873370577278
284,female,Group B,some high school,standard,none,37,46,46,High School or lower,43.0,Low,-22.03894080996885
285,male,Group B,associate's degree,standard,completed,81,82,82,Some College / Associate,81.66666666666667,High,8.99720670391062
286,male,Group E,associate's degree,standard,completed,97,82,88,Some College / Associate,89.0,High,16.33054003724395
287,female,Group B,some high school,standard,none,67,89,82,High School or lower,79.33333333333333,Medium,14.294392523364479
288,male,Group B,bachelor's degree,free/reduced,none,88,75,76,Bachelor,79.66666666666667,Medium,14.627725856697822
289,male,Group E,some high school,standard,completed,77,76,77,High School or lower,76.66666666666667,Medium,3.9972067039106207
290,male,Group C,associate's degree,standard,none,76,70,68,Some College / Associate,71.33333333333333,Medium,6.294392523364479
291,male,Group D,some high school,standard,none,86,73,70,High School or lower,76.33333333333333,Medium,11.294392523364479
292,male,Group C,some high school,standard,completed,63,60,57,High School or lower,60.0,Medium,-12.66945996275605
293,female,Group E,bachelor's degree,standard,none,65,73,75,Bachelor,71.0,Medium,5.9610591900311505
294,male,Group D,high school,free/reduced,completed,78,77,80,High School or lower,78.33333333333333,Medium,5.663873370577278
295,male,Group B,associate's degree,free/reduced,none,67,62,60,Some College / Associate,63.0,Medium,-2.0389408099688495
296,male,Group A,some high school,standard,completed,46,41,43,High School or lower,43.333333333333336,Low,-29.336126629422715
297,male,Group E,associate's degree,standard,completed,71,74,68,Some College / Associate,71.0,Medium,-1.6694599627560507
298,male,Group C,high school,free/reduced,completed,40,46,50,High School or lower,45.333333333333336,Low,-27.336126629422715
299,male,Group D,associate's degree,free/reduced,none,90,87,75,Some College / Associate,84.0,High,18.96105919003115
300,male,Group A,some college,free/reduced,completed,81,78,81,Some College / Associate,80.0,High,7.330540037243949
301,male,Group D,some high school,free/reduced,none,56,54,52,High School or lower,54.0,Low,-11.03894080996885
302,female,Group C,associate's degree,standard,completed,67,84,81,Some College / Associate,77.33333333333333,Medium,4.663873370577278
303,male,Group B,associate's degree,standard,none,80,76,64,Some College / Associate,73.33333333333333,Medium,8.294392523364479
304,female,Group C,associate's degree,standard,completed,74,75,83,Some College / Associate,77.33333333333333,Medium,4.663873370577278
305,male,Group A,some college,standard,none,69,67,69,Some College / Associate,68.33333333333333,Medium,3.294392523364479
306,male,Group E,some college,standard,completed,99,87,81,Some College / Associate,89.0,High,16.33054003724395
307,male,Group C,some high school,standard,none,51,52,44,High School or lower,49.0,Low,-16.03894080996885
308,female,Group B,associate's degree,free/reduced,none,53,71,67,Some College / Associate,63.666666666666664,Medium,-1.3722741433021852
309,female,Group D,high school,free/reduced,none,49,57,52,High School or lower,52.666666666666664,Low,-12.372274143302185
310,female,Group B,associate's degree,standard,none,73,76,80,Some College / Associate,76.33333333333333,Medium,11.294392523364479
311,male,Group B,bachelor's degree,standard,none,66,60,57,Bachelor,61.0,Medium,-4.0389408099688495
312,male,Group D,bachelor's degree,standard,completed,67,61,68,Bachelor,65.33333333333333,Medium,-7.336126629422722
313,female,Group C,associate's degree,free/reduced,completed,68,67,69,Some College / Associate,68.0,Medium,-4.669459962756051
314,female,Group C,bachelor's degree,standard,completed,59,64,75,Bachelor,66.0,Medium,-6.669459962756051
315,male,Group C,high school,standard,none,71,66,65,High School or lower,67.33333333333333,Medium,2.294392523364479
316,female,Group D,master's degree,standard,completed,77,82,91,Master,83.33333333333333,High,10.663873370577278
317,male,Group C,associate's degree,standard,none,83,72,78,Some College / Associate,77.66666666666667,Medium,12.627725856697822
318,male,Group B,bachelor's degree,standard,none,63,71,69,Bachelor,67.66666666666667,Medium,2.627725856697822
319,female,Group D,associate's degree,free/reduced,none,56,65,63,Some College / Associate,61.333333333333336,Medium,-3.705607476635514
320,female,Group C,high school,free/reduced,completed,67,79,84,High School or lower,76.66666666666667,Medium,3.9972067039106207
321,female,Group E,high school,standard,none,75,86,79,High School or lower,80.0,High,14.96105919003115
322,female,Group C,some college,standard,none,71,81,80,Some College / Associate,77.33333333333333,Medium,12.294392523364479
323,female,Group C,some high school,free/reduced,none,43,53,53,High School or lower,49.666666666666664,Low,-15.372274143302185
324,female,Group C,high school,free/reduced,none,41,46,43,High School or lower,43.333333333333336,Low,-21.705607476635514
325,female,Group C,some college,standard,none,82,90,94,Some College / Associate,88.66666666666667,High,23.627725856697822
326,male,Group C,some college,standard,none,61,61,62,Some College / Associate,61.333333333333336,Medium,-3.705607476635514
327,male,Group A,some college,free/reduced,none,28,23,19,Some College / Associate,23.333333333333332,Low,-41.70560747663552
328,male,Group C,associate's degree,standard,completed,82,75,77,Some College / Associate,78.0,Medium,5.330540037243949
329,female,Group B,some high school,standard,none,41,55,51,High School or lower,49.0,Low,-16.03894080996885
330,male,Group C,high school,standard,none,71,60,61,High School or lower,64.0,Medium,-1.0389408099688495
331,male,Group C,associate's degree,standard,none,47,37,35,Some College / Associate,39.666666666666664,Low,-25.372274143302185
332,male,Group E,associate's degree,standard,completed,62,56,53,Some College / Associate,57.0,Low,-15.66945996275605
333,male,Group B,associate's degree,standard,none,90,78,81,Some College / Associate,83.0,High,17.96105919003115
334,female,Group C,bachelor's degree,standard,none,83,93,95,Bachelor,90.33333333333333,High,25.29439252336448
335,female,Group B,some college,free/reduced,none,61,68,66,Some College / Associate,65.0,Medium,-0.03894080996884952
336,male,Group D,some high school,standard,completed,76,70,69,High School or lower,71.66666666666667,Medium,-1.0027932960893793
337,male,Group C,associate's degree,standard,none,49,51,43,Some College / Associate,47.666666666666664,Low,-17.372274143302185
338,female,Group B,some high school,free/reduced,none,24,38,27,High School or lower,29.666666666666668,Low,-35.37227414330218
339,female,Group D,some high school,free/reduced,completed,35,55,60,High School or lower,50.0,Low,-22.66945996275605
340,male,Group C,high school,free/reduced,none,58,61,52,High School or lower,57.0,Low,-8.03894080996885
341,female,Group C,high school,standard,none,61,73,63,High School or lower,65.66666666666667,Medium,0.6277258566978219
342,female,Group B,high school,standard,completed,69,76,74,High School or lower,73.0,Medium,0.3305400372439493
343,male,Group D,associate's degree,standard,completed,67,72,67,Some College / Associate,68.66666666666667,Medium,-4.002793296089379
344,male,Group D,some college,standard,none,79,73,67,Some College / Associate,73.0,Medium,7.9610591900311505
345,female,Group C,high school,standard,none,72,80,75,High School or lower,75.66666666666667,Medium,10.627725856697822
346,male,Group B,some college,standard,none,62,61,57,Some College / Associate,60.0,Medium,-5.0389408099688495
347,female,Group C,bachelor's degree,standard,completed,77,94,95,Bachelor,88.66666666666667,High,15.99720670391062
348,male,Group D,high school,free/reduced,none,75,74,66,High School or lower,71.66666666666667,Medium,6.627725856697822
349,male,Group E,associate's degree,standard,none,87,74,76,Some College / Associate,79.0,Medium,13.96105919003115
350,female,Group B,bachelor's degree,standard,none,52,65,69,Bachelor,62.0,Medium,-3.0389408099688495
351,male,Group E,some college,standard,none,66,57,52,Some College / Associate,58.333333333333336,Low,-6.705607476635514
352,female,Group C,some college,standard,completed,63,78,80,Some College / Associate,73.66666666666667,Medium,0.9972067039106207
353,female,Group C,associate's degree,standard,none,46,58,57,Some College / Associate,53.666666666666664,Low,-11.372274143302185
354,female,Group C,some college,standard,none,59,71,70,Some College / Associate,66.66666666666667,Medium,1.6277258566978219
355,female,Group B,bachelor's degree,standard,none,61,72,70,Bachelor,67.66666666666667,Medium,2.627725856697822
356,male,Group A,associate's degree,standard,none,63,61,61,Some College / Associate,61.666666666666664,Medium,-3.3722741433021852
357,female,Group C,some college,free/reduced,completed,42,66,69,Some College / Associate,59.0,Low,-13.66945996275605
358,male,Group D,some college,free/reduced,none,59,62,61,Some College / Associate,60.666666666666664,Medium,-4.372274143302185
359,female,Group D,some college,standard,none,80,90,89,Some College / Associate,86.33333333333333,High,21.29439252336448
360,female,Group B,high school,standard,none,58,62,59,High School or lower,59.666666666666664,Low,-5.372274143302185
361,male,Group B,some high school,standard,completed,85,84,78,High School or lower,82.33333333333333,High,9.663873370577278
362,female,Group C,some college,standard,none,52,58,58,Some College / Associate,56.0,Low,-9.03894080996885
363,female,Group D,some high school,free/reduced,none,27,34,32,High School or lower,31.0,Low,-34.03894080996885
364,male,Group C,some college,standard,none,59,60,58,Some College / Associate,59.0,Low,-6.0389408099688495
365,male,Group A,bachelor's degree,free/reduced,completed,49,58,60,Bachelor,55.666666666666664,Low,-17.002793296089386
366,male,Group C,high school,standard,completed,69,58,53,High School or lower,60.0,Medium,-12.66945996275605
367,male,Group C,bachelor's degree,free/reduced,none,61,66,61,Bachelor,62.666666666666664,Medium,-2.3722741433021852
368,female,Group A,some high school,free/reduced,none,44,64,58,High School or lower,55.333333333333336,Low,-9.705607476635514
369,female,Group D,some high school,standard,none,73,84,85,High School or lower,80.66666666666667,High,15.627725856697822
370,male,Group E,some college,standard,none,84,77,71,Some College / Associate,77.33333333333333,Medium,12.294392523364479
371,female,Group C,some college,free/reduced,completed,45,73,70,Some College / Associate,62.666666666666664,Medium,-10.002793296089386
372,male,Group D,some high school,standard,none,74,74,72,High School or lower,73.33333333333333,Medium,8.294392523364479
373,female,Group D,some college,standard,completed,82,97,96,Some College / Associate,91.66666666666667,High,18.99720670391062
374,female,Group D,bachelor's degree,standard,none,59,70,73,Bachelor,67.33333333333333,Medium,2.294392523364479
375,male,Group E,associate's degree,free/reduced,none,46,43,41,Some College / Associate,43.333333333333336,Low,-21.705607476635514
376,female,Group D,some high school,standard,none,80,90,82,High School or lower,84.0,High,18.96105919003115
377,female,Group D,master's degree,free/reduced,completed,85,95,100,Master,93.33333333333333,High,20.663873370577278
378,female,Group A,some high school,standard,none,71,83,77,High School or lower,77.0,Medium,11.96105919003115
379,male,Group A,bachelor's degree,standard,none,66,64,62,Bachelor,64.0,Medium,-1.0389408099688495
380,female,Group B,associate's degree,standard,none,80,86,83,Some College / Associate,83.0,High,17.96105919003115
381,male,Group C,associate's degree,standard,completed,87,100,95,Some College / Associate,94.0,High,21.33054003724395
382,male,Group C,master's degree,free/reduced,none,79,81,71,Master,77.0,Medium,11.96105919003115
383,female,Group E,some high school,free/reduced,none,38,49,45,High School or lower,44.0,Low,-21.03894080996885
384,female,Group A,some high school,free/reduced,none,38,43,43,High School or lower,41.333333333333336,Low,-23.705607476635514
385,female,Group E,some college,standard,none,67,76,75,Some College / Associate,72.66666666666667,Medium,7.627725856697822
386,female,Group E,bachelor's degree,standard,none,64,73,70,Bachelor,69.0,Medium,3.9610591900311505
387,female,Group C,associate's degree,free/reduced,none,57,78,67,Some College / Associate,67.33333333333333,Medium,2.294392523364479
388,female,Group D,high school,standard,none,62,64,64,High School or lower,63.333333333333336,Medium,-1.7056074766355138
389,male,Group D,master's degree,standard,none,73,70,75,Master,72.66666666666667,Medium,7.627725856697822
390,male,Group E,some high school,free/reduced,completed,73,67,59,High School or lower,66.33333333333333,Medium,-6.336126629422722
391,female,Group D,some college,standard,none,77,68,77,Some College / Associate,74.0,Medium,8.96105919003115
392,male,Group E,some college,standard,none,76,67,67,Some College / Associate,70.0,Medium,4.9610591900311505
393,male,Group C,associate's degree,standard,completed,57,54,56,Some College / Associate,55.666666666666664,Low,-17.002793296089386
394,female,Group C,some high school,standard,completed,65,74,77,High School or lower,72.0,Medium,-0.6694599627560507
395,male,Group A,high school,free/reduced,none,48,45,41,High School or lower,44.666666666666664,Low,-20.372274143302185
396,female,Group B,high school,free/reduced,none,50,67,63,High School or lower,60.0,Medium,-5.0389408099688495
397,female,Group C,associate's degree,standard,none,85,89,95,Some College / Associate,89.66666666666667,High,24.627725856697822
398,male,Group B,some high school,standard,none,74,63,57,High School or lower,64.66666666666667,Medium,-0.3722741433021781
399,male,Group D,some high school,standard,none,60,59,54,High School or lower,57.666666666666664,Low,-7.372274143302185
400,female,Group C,some high school,standard,completed,59,54,67,High School or lower,60.0,Medium,-12.66945996275605
401,male,Group A,some college,standard,none,53,43,43,Some College / Associate,46.333333333333336,Low,-18.705607476635514
402,female,Group A,some college,free/reduced,none,49,65,55,Some College / Associate,56.333333333333336,Low,-8.705607476635514
403,female,Group D,high school,standard,completed,88,99,100,High School or lower,95.66666666666667,High,22.99720670391062
404,female,Group C,high school,standard,none,54,59,62,High School or lower,58.333333333333336,Low,-6.705607476635514
405,female,Group C,some high school,standard,none,63,73,68,High School or lower,68.0,Medium,2.9610591900311505
406,male,Group B,associate's degree,standard,completed,65,65,63,Some College / Associate,64.33333333333333,Medium,-8.336126629422722
407,female,Group B,associate's degree,standard,none,82,80,77,Some College / Associate,79.66666666666667,Medium,14.627725856697822
408,female,Group D,high school,free/reduced,completed,52,57,56,High School or lower,55.0,Low,-17.66945996275605
409,male,Group D,associate's degree,standard,completed,87,84,85,Some College / Associate,85.33333333333333,High,12.663873370577278
410,female,Group D,master's degree,standard,completed,70,71,74,Master,71.66666666666667,Medium,-1.0027932960893793
411,male,Group E,some college,standard,completed,84,83,78,Some College / Associate,81.66666666666667,High,8.99720670391062
412,male,Group D,associate's degree,standard,none,71,66,60,Some College / Associate,65.66666666666667,Medium,0.6277258566978219
413,male,Group B,some high school,standard,completed,63,67,67,High School or lower,65.66666666666667,Medium,-7.002793296089379
414,female,Group C,bachelor's degree,free/reduced,completed,51,72,79,Bachelor,67.33333333333333,Medium,-5.336126629422722
415,male,Group E,high school,standard,none,84,73,69,High School or lower,75.33333333333333,Medium,10.294392523364479
416,male,Group C,bachelor's degree,standard,completed,71,74,68,Bachelor,71.0,Medium,-1.6694599627560507
417,male,Group C,associate's degree,standard,none,74,73,67,Some College / Associate,71.33333333333333,Medium,6.294392523364479
418,male,Group D,some college,standard,none,68,59,62,Some College / Associate,63.0,Medium,-2.0389408099688495
419,male,Group E,high school,free/reduced,completed,57,56,54,High School or lower,55.666666666666664,Low,-17.002793296089386
420,female,Group C,associate's degree,free/reduced,completed,82,93,93,Some College / Associate,89.33333333333333,High,16.663873370577278
421,female,Group D,high school,standard,completed,57,58,64,High School or lower,59.666666666666664,Low,-13.002793296089386
422,female,Group D,master's degree,free/reduced,completed,47,58,67,Master,57.333333333333336,Low,-15.336126629422715
423,female,Group A,some high school,standard,completed,59,85,80,High School or lower,74.66666666666667,Medium,1.9972067039106207
424,male,Group B,some college,free/reduced,none,41,39,34,Some College / Associate,38.0,Low,-27.03894080996885
425,female,Group C,some college,free/reduced,none,62,67,62,Some College / Associate,63.666666666666664,Medium,-1.3722741433021852
426,male,Group C,bachelor's degree,standard,none,86,83,86,Bachelor,85.0,High,19.96105919003115
427,male,Group C,some high school,free/reduced,none,69,71,65,High School or lower,68.33333333333333,Medium,3.294392523364479
428,male,Group A,some high school,free/reduced,none,65,59,53,High School or lower,59.0,Low,-6.0389408099688495
429,male,Group C,some high school,free/reduced,none,68,63,54,High School or lower,61.666666666666664,Medium,-3.3722741433021852
430,male,Group C,associate's degree,free/reduced,none,64,66,59,Some College / Associate,63.0,Medium,-2.0389408099688495
431,female,Group C,high school,standard,none,61,72,70,High School or lower,67.66666666666667,Medium,2.627725856697822
432,male,Group C,high school,standard,none,61,56,55,High School or lower,57.333333333333336,Low,-7.705607476635514
433,female,Group A,some high school,free/reduced,none,47,59,50,High School or lower,52.0,Low,-13.03894080996885
434,male,Group C,some high school,standard,none,73,66,66,High School or lower,68.33333333333333,Medium,3.294392523364479
435,male,Group C,some college,free/reduced,completed,50,48,53,Some College / Associate,50.333333333333336,Low,-22.336126629422715
436,male,Group D,associate's degree,standard,none,75,68,64,Some College / Associate,69.0,Medium,3.9610591900311505
437,male,Group D,associate's degree,free/reduced,none,75,66,73,Some College / Associate,71.33333333333333,Medium,6.294392523364479
438,male,Group C,high school,standard,none,70,56,51,High School or lower,59.0,Low,-6.0389408099688495
439,male,Group D,some high school,standard,completed,89,88,82,High School or lower,86.33333333333333,High,13.663873370577278
440,female,Group C,some college,standard,completed,67,81,79,Some College / Associate,75.66666666666667,Medium,2.9972067039106207
441,female,Group D,high school,standard,none,78,81,80,High School or lower,79.66666666666667,Medium,14.627725856697822
442,female,Group A,some high school,free/reduced,none,59,73,69,High School or lower,67.0,Medium,1.9610591900311505
443,female,Group B,associate's degree,standard,none,73,83,76,Some College / Associate,77.33333333333333,Medium,12.294392523364479
444,male,Group A,some high school,free/reduced,none,79,82,73,High School or lower,78.0,Medium,12.96105919003115
445,female,Group C,some high school,standard,completed,67,74,77,High School or lower,72.66666666666667,Medium,-0.0027932960893792824
446,male,Group D,some college,free/reduced,none,69,66,60,Some College / Associate,65.0,Medium,-0.03894080996884952
447,male,Group C,high school,standard,completed,86,81,80,High School or lower,82.33333333333333,High,9.663873370577278
448,male,Group B,high school,standard,none,47,46,42,High School or lower,45.0,Low,-20.03894080996885
449,male,Group B,associate's degree,standard,none,81,73,72,Some College / Associate,75.33333333333333,Medium,10.294392523364479
450,female,Group C,some college,free/reduced,completed,64,85,85,Some College / Associate,78.0,Medium,5.330540037243949
451,female,Group E,some college,standard,none,100,92,97,Some College / Associate,96.33333333333333,High,31.29439252336448
452,female,Group C,associate's degree,free/reduced,none,65,77,74,Some College / Associate,72.0,Medium,6.9610591900311505
453,male,Group C,some college,free/reduced,none,65,58,49,Some College / Associate,57.333333333333336,Low,-7.705607476635514
454,female,Group C,associate's degree,free/reduced,none,53,61,62,Some College / Associate,58.666666666666664,Low,-6.372274143302185
455,male,Group C,bachelor's degree,free/reduced,none,37,56,47,Bachelor,46.666666666666664,Low,-18.372274143302185
456,female,Group D,bachelor's degree,standard,none,79,89,89,Bachelor,85.66666666666667,High,20.627725856697822
457,male,Group D,associate's degree,free/reduced,none,53,54,48,Some College / Associate,51.666666666666664,Low,-13.372274143302185
458,female,Group E,bachelor's degree,standard,none,100,100,100,Bachelor,100.0,High,34.96105919003115
459,male,Group B,high school,standard,completed,72,65,68,High School or lower,68.33333333333333,Medium,-4.336126629422722
460,male,Group C,bachelor's degree,free/reduced,none,53,58,55,Bachelor,55.333333333333336,Low,-9.705607476635514
461,male,Group B,some college,free/reduced,none,54,54,45,Some College / Associate,51.0,Low,-14.03894080996885
462,female,Group E,some college,standard,none,71,70,76,Some College / Associate,72.33333333333333,Medium,7.294392523364479
463,female,Group C,some college,free/reduced,none,77,90,91,Some College / Associate,86.0,High,20.96105919003115
464,male,Group A,bachelor's degree,standard,completed,75,58,62,Bachelor,65.0,Medium,-7.669459962756051
465,female,Group C,some college,standard,none,84,87,91,Some College / Associate,87.33333333333333,High,22.29439252336448
466,female,Group D,associate's degree,free/reduced,none,26,31,38,Some College / Associate,31.666666666666668,Low,-33.37227414330218
467,male,Group A,high school,free/reduced,completed,72,67,65,High School or lower,68.0,Medium,-4.669459962756051
468,female,Group A,high school,free/reduced,completed,77,88,85,High School or lower,83.33333333333333,High,10.663873370577278
469,male,Group C,some college,standard,none,91,74,76,Some College / Associate,80.33333333333333,High,15.294392523364479
470,female,Group C,associate's degree,standard,completed,83,85,90,Some College / Associate,86.0,High,13.33054003724395
471,female,Group C,high school,standard,none,63,69,74,High School or lower,68.66666666666667,Medium,3.627725856697822
472,female,Group C,associate's degree,standard,completed,68,86,84,Some College / Associate,79.33333333333333,Medium,6.663873370577278
473,female,Group D,some high school,standard,none,59,67,61,High School or lower,62.333333333333336,Medium,-2.705607476635514
474,female,Group B,associate's degree,standard,completed,90,90,91,Some College / Associate,90.33333333333333,High,17.663873370577278
475,female,Group D,bachelor's degree,standard,completed,71,76,83,Bachelor,76.66666666666667,Medium,3.9972067039106207
476,male,Group E,bachelor's degree,standard,completed,76,62,66,Bachelor,68.0,Medium,-4.669459962756051
477,male,Group D,associate's degree,standard,none,80,68,72,Some College / Associate,73.33333333333333,Medium,8.294392523364479
478,female,Group D,master's degree,standard,none,55,64,70,Master,63.0,Medium,-2.0389408099688495
479,male,Group E,associate's degree,standard,none,76,71,67,Some College / Associate,71.33333333333333,Medium,6.294392523364479
480,male,Group B,high school,standard,completed,73,71,68,High School or lower,70.66666666666667,Medium,-2.0027932960893793
481,female,Group D,associate's degree,free/reduced,none,52,59,56,Some College / Associate,55.666666666666664,Low,-9.372274143302185
482,male,Group C,some college,free/reduced,none,68,68,61,Some College / Associate,65.66666666666667,Medium,0.6277258566978219
483,male,Group A,high school,standard,none,59,52,46,High School or lower,52.333333333333336,Low,-12.705607476635514
484,female,Group B,associate's degree,standard,none,49,52,54,Some College / Associate,51.666666666666664,Low,-13.372274143302185
485,male,Group C,high school,standard,none,70,74,71,High School or lower,71.66666666666667,Medium,6.627725856697822
486,male,Group D,some college,free/reduced,none,61,47,56,Some College / Associate,54.666666666666664,Low,-10.372274143302185
487,female,Group C,associate's degree,free/reduced,none,60,75,74,Some College / Associate,69.66666666666667,Medium,4.627725856697822
488,male,Group B,some high school,standard,completed,64,53,57,High School or lower,58.0,Low,-14.66945996275605
489,male,Group A,associate's degree,free/reduced,completed,79,82,82,Some College / Associate,81.0,High,8.33054003724395
490,female,Group A,associate's degree,free/reduced,none,65,85,76,Some College / Associate,75.33333333333333,Medium,10.294392523364479
491,female,Group C,associate's degree,standard,none,64,64,70,Some College / Associate,66.0,Medium,0.9610591900311505
492,female,Group C,some college,standard,none,83,83,90,Some College / Associate,85.33333333333333,High,20.29439252336448
493,female,Group C,bachelor's degree,standard,none,81,88,90,Bachelor,86.33333333333333,High,21.29439252336448
494,female,Group B,high school,standard,none,54,64,68,High School or lower,62.0,Medium,-3.0389408099688495
495,male,Group D,high school,standard,completed,68,64,66,High School or lower,66.0,Medium,-6.669459962756051
496,female,Group C,some college,standard,none,54,48,52,Some College / Associate,51.333333333333336,Low,-13.705607476635514
497,female,Group D,some college,free/reduced,completed,59,78,76,Some College / Associate,71.0,Medium,-1.6694599627560507
498,female,Group B,some high school,standard,none,66,69,68,High School or lower,67.66666666666667,Medium,2.627725856697822
499,male,Group E,some college,standard,none,76,71,72,Some College / Associate,73.0,Medium,7.9610591900311505
500,female,Group D,master's degree,standard,none,74,79,82,Master,78.33333333333333,Medium,13.294392523364479
501,female,Group B,associate's degree,standard,completed,94,87,92,Some College / Associate,91.0,High,18.33054003724395
502,male,Group C,some college,free/reduced,none,63,61,54,Some College / Associate,59.333333333333336,Low,-5.705607476635514
503,female,Group E,associate's degree,standard,completed,95,89,92,Some College / Associate,92.0,High,19.33054003724395
504,female,Group D,master's degree,free/reduced,none,40,59,54,Master,51.0,Low,-14.03894080996885
505,female,Group B,some high school,standard,none,82,82,80,High School or lower,81.33333333333333,High,16.29439252336448
506,male,Group A,high school,standard,none,68,70,66,High School or lower,68.0,Medium,2.9610591900311505
507,male,Group B,bachelor's degree,free/reduced,none,55,59,54,Bachelor,56.0,Low,-9.03894080996885
508,male,Group C,master's degree,standard,none,79,78,77,Master,78.0,Medium,12.96105919003115
509,female,Group C,bachelor's degree,standard,none,86,92,87,Bachelor,88.33333333333333,High,23.29439252336448
510,male,Group D,some college,standard,none,76,71,73,Some College / Associate,73.33333333333333,Medium,8.294392523364479
511,male,Group A,some high school,standard,none,64,50,43,High School or lower,52.333333333333336,Low,-12.705607476635514
512,male,Group D,some high school,free/reduced,none,62,49,52,High School or lower,54.333333333333336,Low,-10.705607476635514
513,female,Group B,some high school,standard,completed,54,61,62,High School or lower,59.0,Low,-13.66945996275605
514,female,Group B,master's degree,free/reduced,completed,77,97,94,Master,89.33333333333333,High,16.663873370577278
515,female,Group C,some high school,standard,completed,76,87,85,High School or lower,82.66666666666667,High,9.99720670391062
516,female,Group D,some college,standard,none,74,89,84,Some College / Associate,82.33333333333333,High,17.29439252336448
517,female,Group E,some college,standard,completed,66,74,73,Some College / Associate,71.0,Medium,-1.6694599627560507
518,female,Group D,some high school,standard,completed,66,78,78,High School or lower,74.0,Medium,1.3305400372439493
519,female,Group B,high school,free/reduced,completed,67,78,79,High School or lower,74.66666666666667,Medium,1.9972067039106207
520,male,Group D,some college,standard,none,71,49,52,Some College / Associate,57.333333333333336,Low,-7.705607476635514
521,female,Group C,associate's degree,standard,none,91,86,84,Some College / Associate,87.0,High,21.96105919003115
522,male,Group D,bachelor's degree,standard,none,69,58,57,Bachelor,61.333333333333336,Medium,-3.705607476635514
523,male,Group C,master's degree,free/reduced,none,54,59,50,Master,54.333333333333336,Low,-10.705607476635514
524,male,Group C,high school,standard,completed,53,52,49,High School or lower,51.333333333333336,Low,-21.336126629422715
525,male,Group E,some college,standard,none,68,60,59,Some College / Associate,62.333333333333336,Medium,-2.705607476635514
526,male,Group C,some high school,free/reduced,completed,56,61,60,High School or lower,59.0,Low,-13.66945996275605
527,female,Group C,high school,free/reduced,none,36,53,43,High School or lower,44.0,Low,-21.03894080996885
528,female,Group D,bachelor's degree,free/reduced,none,29,41,47,Bachelor,39.0,Low,-26.03894080996885
529,female,Group C,associate's degree,standard,none,62,74,70,Some College / Associate,68.66666666666667,Medium,3.627725856697822
530,female,Group C,associate's degree,standard,completed,68,67,73,Some College / Associate,69.33333333333333,Medium,-3.336126629422722
531,female,Group C,some high school,standard,none,47,54,53,High School or lower,51.333333333333336,Low,-13.705607476635514
532,male,Group E,associate's degree,standard,completed,62,61,58,Some College / Associate,60.333333333333336,Medium,-12.336126629422715
533,female,Group E,associate's degree,standard,completed,79,88,94,Some College / Associate,87.0,High,14.33054003724395
534,male,Group B,high school,standard,completed,73,69,68,High School or lower,70.0,Medium,-2.6694599627560507
535,female,Group C,bachelor's degree,free/reduced,completed,66,83,83,Bachelor,77.33333333333333,Medium,4.663873370577278
536,male,Group C,associate's degree,standard,completed,51,60,58,Some College / Associate,56.333333333333336,Low,-16.336126629422715
537,female,Group D,high school,standard,none,51,66,62,High School or lower,59.666666666666664,Low,-5.372274143302185
538,male,Group E,bachelor's degree,standard,completed,85,66,71,Bachelor,74.0,Medium,1.3305400372439493
539,male,Group A,associate's degree,standard,completed,97,92,86,Some College / Associate,91.66666666666667,High,18.99720670391062
540,male,Group C,high school,standard,completed,75,69,68,High School or lower,70.66666666666667,Medium,-2.0027932960893793
541,male,Group D,associate's degree,free/reduced,completed,79,82,80,Some College / Associate,80.33333333333333,High,7.663873370577278
542,female,Group C,associate's degree,standard,none,81,77,79,Some College / Associate,79.0,Medium,13.96105919003115
543,female,Group D,associate's degree,standard,none,82,95,89,Some College / Associate,88.66666666666667,High,23.627725856697822
544,female,Group D,master's degree,standard,none,64,63,66,Master,64.33333333333333,Medium,-0.7056074766355209
545,male,Group E,some high school,free/reduced,completed,78,83,80,High School or lower,80.33333333333333,High,7.663873370577278
546,female,Group A,some high school,standard,completed,92,100,97,High School or lower,96.33333333333333,High,23.663873370577278
547,male,Group C,high school,standard,completed,72,67,64,High School or lower,67.66666666666667,Medium,-5.002793296089379
548,female,Group C,high school,free/reduced,none,62,67,64,High School or lower,64.33333333333333,Medium,-0.7056074766355209
549,male,Group C,master's degree,standard,none,79,72,69,Master,73.33333333333333,Medium,8.294392523364479
